onset	duration	trial_type	correct
0.0301	20	3	0
20.01	2	1	1
27.01	2	1	1
33.01	2	1	1
38.01	2	1	1
42.01	2	1	1
48.0099	2	1	0
61.0099	2	1	0
65.0099	2	1	0
70.0103	2	2	1
77.0099	2	2	1
83.0099	2	2	1
87.0099	2	2	1
94.0099	2	2	0
98.0099	2	2	1
110.0099	2	2	1
115.0099	2	2	1
120.0098	2	2	0
125.0098	2	2	0
131.0098	2	2	1
138.0098	2	2	0
149.0098	2	2	1
153.0098	2	2	1
160.0097	2	2	0
166.0097	2	2	0
170.0097	20	3	0
190.0096	2	1	1
197.0096	2	1	0
202.0096	2	1	1
212.0096	2	1	1
219.0095	2	1	1
223.0095	2	1	0
229.0095	2	1	1
234.0095	2	1	1
240.0095	2	2	1
247.0096	2	2	0
251.0096	2	2	0
258.0095	2	2	0
268.0095	2	2	1
273.0095	2	2	0
279.0094	2	2	0
284.0094	2	2	0
290.0094	2	1	0
297.0094	2	1	0
303.0093	2	1	0
309.0093	2	1	1
320.0093	2	1	0
324.0093	2	1	1
329.0093	2	1	0
336.0093	2	1	0
340.0092	20	3	0
