onset	duration	trial_type	correct
0.0216	20	3	0
19.9997	2	1	1
27.0014	2	1	1
33.0013	2	1	1
38.0013	2	1	1
42.0014	2	1	0
48.0013	2	1	1
61.0012	2	1	1
65.0012	2	1	1
70.0016	2	2	1
77.0012	2	2	1
83.0012	2	2	1
87.0011	2	2	1
94.0011	2	2	1
98.0011	2	2	1
110.001	2	2	1
115.001	2	2	0
120.0009	2	2	1
125.0009	2	2	1
131.0009	2	2	1
138.0008	2	2	1
149.0008	2	2	1
153.0007	2	2	1
160.0107	2	2	1
166.0107	2	2	1
170.0106	20	3	0
190.0105	2	1	1
197.0104	2	1	1
202.0104	2	1	1
212.0103	2	1	1
219.0103	2	1	1
223.0103	2	1	1
229.0102	2	1	1
234.0102	2	1	1
240.0102	2	2	1
247.0102	2	2	1
251.0102	2	2	0
258.0101	2	2	1
268.0101	2	2	1
273.01	2	2	1
279.01	2	2	1
284.01	2	2	1
290.0099	2	1	0
297.0098	2	1	0
303.0098	2	1	0
309.0098	2	1	0
320.0097	2	1	1
324.0097	2	1	1
329.0096	2	1	1
336.0096	2	1	1
340.0096	20	3	0
