onset	duration	trial_type	correct
0.0281	20	3	0
20.0079	2	1	1
27.0078	2	1	1
33.0078	2	1	1
38.0077	2	1	1
42.0077	2	1	1
48.0076	2	1	1
61.0075	2	1	1
65.0074	2	1	1
70.0078	2	2	1
77.0074	2	2	1
83.0073	2	2	1
87.0073	2	2	1
94.0072	2	2	0
98.0071	2	2	1
110.007	2	2	1
115.007	2	2	0
120.0069	2	2	1
125.0069	2	2	1
131.0068	2	2	1
138.0067	2	2	1
149.0066	2	2	1
153.0069	2	2	1
160.0065	2	2	1
166.0064	2	2	1
170.0064	20	3	0
190.0061	2	1	1
197.0061	2	1	1
202.006	2	1	1
212.0059	2	1	1
219.0058	2	1	1
223.0057	2	1	1
229.0056	2	1	1
234.0057	2	1	1
240.0057	2	2	1
247.0056	2	2	1
251.0056	2	2	0
258.0055	2	2	0
268.0054	2	2	1
273.0053	2	2	1
279.0053	2	2	1
284.0052	2	2	1
290.0051	2	1	1
297.005	2	1	1
303.005	2	1	1
309.0049	2	1	1
320.0048	2	1	1
324.0048	2	1	1
329.0047	2	1	1
336.0046	2	1	1
340.0046	20	3	0
